CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
8456,715,France,Male,37,9,165252.52,1,1,0,85286.3
6888,618,France,Female,31,4,0.0,2,1,0,29176.04
1130,571,Germany,Female,34,1,101736.66,1,0,1,195651.66
5557,700,Germany,Female,39,5,144550.83,2,1,1,189664.43
7358,600,France,Female,49,6,0.0,1,0,1,148087.88
1819,714,Spain,Male,45,8,150900.29,2,0,1,139889.15
7538,601,Spain,Male,28,6,0.0,2,1,0,14665.28
9386,717,Germany,Female,33,10,102185.42,2,1,0,23231.93
4318,673,Germany,Female,77,10,76510.52,2,0,1,59595.66
9604,770,France,Male,31,3,155047.56,2,1,1,186064.34
4144,655,France,Male,44,8,87471.63,1,0,1,188593.98
4669,443,Germany,Male,50,3,117206.3,1,1,0,42840.18
1236,662,Germany,Male,33,0,103471.52,1,1,1,162703.0
5476,828,Spain,Male,47,1,109876.82,2,1,0,83611.45
9836,587,France,Male,39,10,0.0,2,1,1,170409.45
1856,527,Spain,Female,29,2,27755.97,1,1,0,97468.44
2282,572,France,Male,37,1,133043.66,1,0,0,111243.09
8693,621,France,Female,50,5,0.0,2,1,0,191756.54
9320,636,France,Male,31,6,0.0,2,1,1,2382.61
4093,764,Spain,Female,48,1,75990.97,1,1,0,158323.81
7061,603,Germany,Female,35,9,145623.36,1,1,0,163181.62
5200,512,Germany,Male,42,9,93955.83,2,1,0,14828.54
6401,556,France,Female,46,10,0.0,2,0,0,109184.24
9929,755,Germany,Male,38,4,111096.91,1,1,1,19762.88
3421,593,France,Female,39,0,117704.73,1,1,0,197933.5
9269,642,France,Male,35,4,125476.31,1,1,1,91775.51
386,611,Spain,Male,46,6,0.0,2,1,0,45886.33
8548,517,Spain,Male,46,4,0.0,1,1,0,22372.78
1628,662,Spain,Female,30,9,0.0,2,0,1,157884.83
3585,757,France,Male,28,7,120911.75,2,1,1,131249.46
7412,697,France,Male,36,7,0.0,2,1,1,74760.32
2714,665,France,Female,55,8,136354.16,1,1,1,93769.89
7171,637,Germany,Male,30,6,122641.56,2,1,0,65618.01
8435,638,France,Female,43,3,145860.98,1,1,1,142763.51
9321,563,Spain,Male,61,1,82182.1,1,1,0,106826.92
5659,546,France,Female,52,2,0.0,1,1,0,137332.37
3189,692,France,Female,42,2,0.0,2,1,0,145222.93
9968,512,Germany,Female,40,8,153537.57,2,0,0,23101.13
4305,692,France,Female,31,2,0.0,2,1,0,91829.17
909,806,Spain,Male,25,7,0.0,2,1,0,18461.9
5385,813,Germany,Female,36,6,98088.09,1,0,1,26687.22
1996,534,France,Male,62,2,0.0,2,0,0,42763.12
1866,559,France,Female,70,9,0.0,1,1,1,122996.76
1842,745,Spain,Female,35,8,0.0,2,1,1,116581.1
2497,613,France,Male,20,3,0.0,2,1,1,149613.77
201,759,France,Male,42,4,105420.18,1,0,1,121409.06
7905,701,Spain,Male,35,10,159693.9,2,1,1,71173.64
7724,842,France,Male,44,3,141252.18,4,0,1,128521.16
5054,640,Spain,Male,36,4,0.0,1,0,0,173016.46
5889,727,France,Female,31,2,52192.08,2,0,1,160383.47
4006,654,France,Male,37,6,83568.55,1,1,0,47046.72
9901,706,Germany,Female,56,3,139603.22,1,1,1,86383.61
2702,622,France,Female,30,4,107879.04,1,0,1,196894.62
3449,710,Germany,Male,49,10,129164.88,1,1,1,193266.72
331,667,Spain,Female,40,1,146502.07,1,1,0,19162.89
7139,806,France,Female,67,1,0.0,2,0,1,103945.58
8960,602,Germany,Female,26,8,113674.2,1,1,0,197861.16
9819,637,Germany,Male,51,1,104682.83,1,1,0,55266.96
7176,495,Germany,Male,39,8,120252.02,2,1,1,10160.23
2459,576,France,Male,63,9,70655.48,1,0,0,78955.8
1774,439,France,Male,28,7,110976.23,2,1,0,138526.96
6628,596,Spain,Male,57,6,0.0,2,1,1,72402.0
7596,599,Germany,Male,40,10,137456.28,2,1,1,14113.11
7986,667,Spain,Male,45,3,0.0,2,0,0,163655.01
2686,530,Germany,Female,42,0,99948.45,1,0,1,97338.62
9147,636,France,Male,35,9,95478.17,1,0,0,169286.74
989,722,France,Female,49,3,168197.66,1,1,0,140765.57
9046,630,Germany,Female,23,4,137964.51,1,0,1,174570.55
8348,642,Germany,Female,36,2,124495.98,3,1,1,57904.22
8875,702,Germany,Male,36,9,90560.48,2,1,0,174268.87
8550,687,Germany,Female,47,1,91219.29,1,0,0,158845.49
5806,696,Spain,Male,47,1,106758.6,1,1,1,80591.18
8733,749,Spain,Male,42,9,222267.63,1,0,0,101108.85
8697,751,Spain,Female,37,3,99773.85,2,1,0,54865.92
6574,785,Germany,Female,38,9,107199.75,1,0,0,146398.51
3052,607,France,Male,35,2,0.0,2,1,1,114190.3
8637,520,France,Male,34,3,0.0,2,1,1,104703.96
5462,694,France,Female,29,5,99713.87,1,0,0,112317.89
173,578,France,Male,30,4,169462.09,1,1,0,112187.11
4954,731,Spain,Male,42,9,101043.63,1,1,1,192175.52
4615,565,France,Female,44,1,0.0,2,0,1,89602.81
3321,682,France,Male,30,9,0.0,2,1,1,2053.42
7065,527,Spain,Male,53,8,0.0,1,1,1,51711.57
6246,633,France,Male,40,4,150578.0,1,0,1,34670.62
6745,552,Spain,Male,55,3,0.0,1,1,1,40333.94
3372,652,France,Female,37,4,92208.54,1,0,1,197699.8
6048,707,France,Female,36,6,0.0,1,0,0,98810.78
3311,513,Spain,Male,72,3,98903.06,1,1,1,81251.24
7416,583,France,Male,36,8,0.0,2,0,1,5571.59
7293,709,France,Female,34,2,111669.68,1,1,0,57029.66
7584,694,Spain,Female,39,9,0.0,2,0,0,99924.04
9377,584,France,Female,26,0,146286.22,1,1,0,105105.35
8811,610,France,Female,35,7,81905.95,1,1,1,61623.19
8160,790,Germany,Female,25,5,152885.77,1,1,0,58214.79
4679,777,Spain,Female,35,3,0.0,2,1,1,17257.72
3403,624,France,Female,62,7,125163.62,2,1,1,151411.5
18,587,Spain,Male,45,6,0.0,1,0,0,158684.81
3691,590,France,Female,76,5,160979.68,1,0,1,13848.58
8654,586,Germany,Male,42,6,126704.49,2,1,0,41682.3
4096,820,Spain,Male,34,10,97208.46,1,1,1,59553.34
3628,493,Germany,Female,35,8,178317.6,1,0,0,197428.64
8862,813,Germany,Male,59,2,135078.41,1,1,0,187636.06
2174,646,France,Male,26,4,139848.17,1,1,0,164696.27
1356,709,France,Male,49,4,154344.49,2,1,1,38794.57
5002,590,France,Male,43,7,81076.8,2,1,1,182627.25
7391,430,France,Male,31,5,0.0,1,1,0,95655.16
6922,678,France,Female,60,2,0.0,2,1,1,43821.56
5823,751,Germany,Female,51,7,148074.79,1,1,0,146411.41
9502,790,Spain,Male,29,3,46057.96,2,1,1,189777.66
5670,497,France,Male,32,8,0.0,2,1,0,67364.42
3112,698,France,Female,40,7,105061.74,3,1,0,107815.31
182,778,Germany,Female,45,1,162150.42,2,1,0,174531.27
3642,778,France,Male,42,6,0.0,2,1,1,106197.44
8857,624,France,Male,36,6,0.0,2,0,0,84749.96
1812,850,Germany,Female,33,7,134678.13,1,1,0,113177.95
7875,697,France,Female,38,1,182065.85,1,1,0,49503.5
8497,587,France,Male,36,1,0.0,2,0,1,17135.6
4912,748,France,Male,60,0,152335.7,1,1,0,126743.33
5668,667,France,Male,42,7,0.0,1,0,1,108348.94
8542,688,Germany,Female,40,8,150679.71,2,0,1,196226.38
1800,713,France,Female,59,3,0.0,2,1,1,62700.08
9251,541,France,Female,39,6,109844.81,1,1,0,25289.23
2429,816,France,Male,31,8,0.0,2,1,1,28407.4
5482,603,Spain,Male,46,2,0.0,2,1,0,174478.54
6761,573,France,Female,27,4,0.0,2,1,1,157549.6
9839,484,France,Male,41,5,0.0,1,1,1,74267.35
9635,547,France,Female,49,2,0.0,1,0,0,65466.93
1968,488,Spain,Female,39,9,140553.46,1,0,0,12440.44
8339,695,France,Female,42,0,0.0,2,0,1,140724.64
8141,486,Spain,Male,24,1,0.0,1,1,0,98802.76
7696,614,Germany,Female,39,8,125997.22,1,1,1,128049.34
7541,723,France,Male,28,4,0.0,2,1,1,123885.88
4987,452,France,Female,35,7,0.0,2,1,0,164241.67
9756,648,Spain,Female,43,7,81153.82,1,1,1,144532.85
4650,670,France,Male,33,2,141204.65,2,1,0,76257.46
1159,729,Spain,Male,37,10,0.0,2,1,0,100862.54
1213,694,France,Female,22,4,0.0,2,1,1,11525.72
7336,654,France,Female,28,7,0.0,2,1,0,151316.37
1325,613,France,Female,46,8,167795.6,1,0,1,44390.38
7512,641,France,Male,50,6,153590.73,2,1,1,130910.78
7580,708,France,Male,34,3,0.0,1,0,1,121457.88
4796,719,Spain,Male,35,1,100829.94,1,1,1,165008.97
6796,651,France,Female,25,8,0.0,2,1,1,126761.2
5808,684,France,Male,60,2,116563.58,1,1,0,120257.7
5943,645,France,Female,55,7,0.0,2,1,1,18369.33
9283,562,France,Female,27,3,0.0,2,1,0,28137.03
8144,571,France,Male,34,1,99325.04,2,0,1,186052.15
1455,686,Germany,Male,35,2,109342.82,2,0,1,86043.27
5410,623,France,Female,28,4,0.0,2,1,0,41227.67
7129,850,Spain,Male,33,3,100476.46,2,1,1,136539.13
8892,680,France,Female,32,5,0.0,1,1,1,150684.23
4962,531,France,Female,42,2,0.0,2,0,1,90537.47
2800,769,France,Male,51,9,156773.78,2,1,0,40257.79
1644,663,France,Female,37,7,0.0,1,1,1,185210.63
2140,653,France,Male,41,8,102768.42,1,1,0,55663.85
4536,642,France,Female,55,7,0.0,2,1,1,101515.76
4457,713,Germany,Male,47,1,95994.98,1,1,0,197529.23
8951,702,Germany,Female,23,7,98775.23,1,1,0,114603.96
5586,816,Germany,Female,25,2,150355.35,2,1,1,35770.84
4378,757,France,Female,71,0,88084.13,2,1,1,154337.47
729,499,France,Female,57,1,0.0,1,0,0,131372.38
4357,755,France,Male,36,8,0.0,2,1,0,176809.87
7748,842,Germany,Female,35,9,119948.09,1,1,0,48217.97
6716,515,Spain,Male,29,4,151012.55,2,1,0,9770.97
1936,728,Germany,Female,33,9,150412.14,2,1,0,170764.08
3793,727,Germany,Male,58,5,106913.43,1,1,0,25881.0
3736,498,Germany,Male,37,8,108432.88,2,1,1,14865.05
2261,763,Germany,Female,61,1,66101.89,1,1,1,143981.27
4005,589,France,Female,59,2,0.0,2,1,1,126160.24
1110,713,France,Female,52,0,185891.54,1,1,1,46369.57
9028,590,France,Female,45,2,81828.22,1,1,0,52167.97
5480,765,Germany,Female,34,8,136729.51,2,0,0,47058.21
2998,751,France,Male,47,5,142669.93,2,1,0,162760.96
2394,543,France,Male,43,9,0.0,2,1,1,78858.07
1185,756,France,Male,37,3,132623.6,1,1,1,58974.0
2007,705,Germany,Female,43,10,146547.78,1,0,1,10072.55
193,601,France,Male,32,8,93012.89,1,1,0,86957.42
5611,625,Germany,Male,42,6,100047.33,1,1,0,93429.95
2901,498,France,Male,73,2,170241.7,2,1,1,165407.96
578,593,France,Female,41,6,0.0,1,1,0,65170.66
6219,636,Spain,Male,37,1,115137.26,1,1,0,52484.01
5525,624,France,Male,51,10,123401.43,2,1,1,127825.25
771,717,France,Male,31,4,129722.57,1,0,0,41176.6
7839,566,France,Female,21,3,0.0,2,1,1,3626.47
2395,672,France,Male,52,8,170008.84,1,0,0,56407.42
1478,649,France,Female,45,5,92786.66,1,1,0,173365.9
1846,485,Spain,Female,30,7,0.0,1,1,0,107067.37
9108,772,Spain,Male,41,10,96032.22,1,1,1,75825.57
4274,502,Germany,Female,42,0,132002.7,1,0,1,28204.98
3740,649,France,Male,45,7,0.0,2,0,1,75204.21
4600,574,France,Female,34,5,112324.45,2,1,1,17993.43
8087,597,Spain,Male,38,1,0.0,2,1,0,41303.29
8710,678,Germany,Female,37,2,113383.07,1,1,1,135123.96
6676,619,Spain,Male,52,8,0.0,2,1,1,123242.11
6375,524,Spain,Female,64,5,0.0,1,1,0,136079.64
8124,791,Germany,Female,33,10,130229.71,2,0,0,54019.93
9538,777,France,Male,29,2,0.0,2,1,0,124489.88
4915,710,France,Male,45,1,0.0,2,1,1,36154.66
2073,626,Spain,Female,48,2,0.0,2,1,1,95794.98
4754,708,France,Female,59,2,0.0,1,1,0,179673.11
1896,850,Spain,Female,38,3,0.0,2,0,1,179360.76
8552,468,France,Female,22,1,76318.64,1,1,1,194783.12
6702,661,Germany,Male,37,7,109908.06,2,1,0,115037.67
6317,450,France,Male,29,7,117199.8,1,1,1,43480.63
3659,534,France,Female,42,9,144801.97,1,0,1,12483.39
6581,576,Germany,Female,71,6,140273.47,1,1,1,193135.25
2379,624,France,Male,26,9,74681.9,2,0,0,31231.35
1447,697,Spain,Male,56,5,110802.03,1,1,1,50230.31
342,545,Spain,Female,47,5,0.0,2,1,1,38970.14
5127,821,Spain,Female,38,8,0.0,2,0,1,126241.4
3136,607,France,Male,44,0,0.0,2,1,1,81140.09
2527,801,France,Male,42,6,0.0,2,1,1,95804.33
727,711,France,Female,25,7,0.0,3,1,1,9679.28
4577,580,Germany,Male,39,3,119688.81,1,1,0,137041.26
976,586,France,Female,43,8,132558.26,1,1,0,67046.83
8391,619,Germany,Male,38,10,84651.79,1,1,1,184754.26
5443,701,Spain,Male,28,1,103421.32,1,0,1,76304.73
9034,723,Germany,Female,49,0,153855.52,1,1,1,180862.26
3516,638,France,Female,34,7,0.0,2,1,1,198969.78
7975,641,Germany,Male,42,3,121765.37,2,1,1,166516.84
9787,553,France,Male,32,7,64082.09,1,0,1,109159.58
3940,716,Germany,Male,66,5,121411.9,1,0,0,10070.4
1299,618,Germany,Male,42,8,153572.31,2,1,1,76679.6
9764,601,France,Male,40,10,98627.13,2,0,0,77977.69
1348,615,France,Male,32,7,92199.84,1,1,1,2755.53
660,632,Germany,Female,41,3,81877.38,1,1,1,33642.21
5886,607,Germany,Male,40,5,90594.55,1,0,1,181598.25
1492,735,Spain,Male,50,9,0.0,1,0,0,166677.35
9946,669,France,Female,33,9,0.0,2,0,1,107221.03
4589,615,France,Male,35,7,0.0,2,1,0,150784.29
8530,808,France,Female,33,2,103516.87,1,1,0,113907.8
5154,729,Germany,Female,42,4,97495.8,2,0,0,2002.5
2315,662,France,Female,37,6,0.0,2,1,0,51229.17
9614,746,France,Female,37,4,0.0,2,0,1,171039.56
9577,841,Germany,Female,52,3,112383.03,1,1,0,85516.37
7024,624,Germany,Female,45,5,151855.33,1,1,0,68794.15
1085,803,France,Male,42,5,0.0,1,1,0,196466.83
2524,782,Spain,Male,52,4,0.0,1,1,1,52759.82
8968,717,Germany,Female,33,0,115777.23,1,1,1,81508.1
5374,606,Spain,Female,23,10,70417.79,1,0,1,90896.04
3198,544,France,Male,23,1,96471.2,1,1,0,35550.97
5751,645,France,Male,40,6,131411.24,1,1,1,194656.11
4008,835,Spain,Male,45,3,100212.13,1,1,0,152577.62
5717,665,France,Female,37,5,160389.82,1,0,1,183542.08
6657,660,Spain,Male,33,4,0.0,1,1,0,29664.45
9357,418,France,Female,46,9,0.0,1,1,1,81014.5
8790,416,Spain,Male,35,8,0.0,1,0,0,119712.78
67,735,Germany,Male,43,10,123180.01,2,1,1,196673.28
7923,730,Spain,Male,38,5,118866.36,1,1,1,163317.5
40,472,Spain,Male,40,4,0.0,1,1,0,70154.22
2269,605,France,Female,33,4,0.0,2,0,1,83700.66
2381,614,Spain,Female,41,7,179915.85,1,0,0,14666.35
7341,850,Spain,Male,54,7,108185.81,2,0,0,24093.4
9961,573,Spain,Male,44,9,0.0,2,1,0,107124.17
4916,539,Spain,Female,39,6,62052.28,1,0,1,59755.14
5322,721,France,Female,40,7,0.0,2,1,1,122580.48
5773,523,Spain,Female,36,8,113680.54,1,0,0,13197.44
6232,725,Germany,Female,47,1,104887.43,1,0,0,86622.56
6963,613,Spain,Male,39,8,118201.41,1,1,0,23315.59
3447,646,Germany,Male,32,8,105397.8,1,1,0,78111.84
6816,559,France,Male,50,5,162702.35,1,0,0,150548.5
2367,620,Germany,Male,39,9,159492.79,1,1,0,80582.34
7981,599,Germany,Male,38,9,89111.63,1,0,0,157239.6
8166,542,Spain,Male,37,8,0.0,1,1,1,807.06
2512,734,France,Male,51,1,118537.47,1,1,1,116912.45
9619,684,Germany,Male,35,3,99967.76,1,1,1,176882.08
2723,614,France,Female,41,8,121558.46,1,1,1,598.8
5948,473,Germany,Female,35,7,131504.73,1,1,0,189560.43
9185,584,France,Male,35,6,161613.94,2,1,1,148238.16
9004,708,Spain,Male,33,3,0.0,2,1,0,138613.21
1143,630,France,Male,43,9,0.0,2,1,1,34338.04
9736,659,Spain,Male,78,2,151675.65,1,0,1,49978.67
7222,744,Spain,Male,39,4,95161.75,1,1,0,19409.77
8292,783,Germany,Female,41,5,106640.5,1,1,0,176945.96
9220,598,France,Male,60,4,0.0,1,1,0,197727.14
4728,501,Germany,Male,40,5,114655.58,1,0,0,126535.92
5494,383,Spain,Female,48,8,95808.19,1,0,0,137702.01
5755,717,France,Male,50,9,90305.76,1,1,1,124626.57
7562,685,France,Male,33,6,0.0,1,1,0,58458.26
3789,609,Spain,Female,45,4,89122.3,1,1,1,199256.98
2220,714,Germany,Female,49,5,140510.89,1,1,0,141914.94
5075,792,Spain,Male,25,8,142862.21,1,1,1,130639.01
2331,508,Germany,Male,28,0,96213.82,2,1,0,147913.56
5394,637,Spain,Female,44,0,157622.58,1,1,1,120454.2
7439,432,France,Female,27,6,62339.81,2,0,0,53874.67
8067,530,France,Female,29,5,0.0,2,0,0,121451.21
7090,601,France,Male,47,1,64430.06,2,0,1,96517.97
9336,695,France,Male,49,9,159458.53,1,1,0,135841.35
4088,755,Germany,Male,40,2,137430.82,2,0,0,176768.59
1967,559,Spain,Male,25,5,0.0,2,1,1,163221.22
9363,634,Spain,Male,35,3,0.0,2,1,1,19515.48
9796,642,Germany,Male,22,10,111812.52,2,1,1,183045.46
6757,717,Spain,Male,36,2,102989.83,2,0,1,49185.57
9586,546,France,Female,20,6,0.0,1,0,1,20508.85
4365,501,France,Female,40,2,0.0,2,0,0,141946.92
6999,521,France,Male,27,4,121325.84,1,1,1,164223.7
423,678,France,Female,35,4,0.0,1,1,0,125518.32
280,782,France,Male,39,8,0.0,2,1,1,33949.67
1904,625,Spain,Female,69,1,107569.96,1,1,1,182336.45
595,611,Germany,Female,41,2,114206.84,1,1,0,164061.6
8579,650,France,Male,34,4,106005.54,1,0,1,142995.32
3917,685,France,Female,50,6,94238.75,2,1,1,50664.07
6142,755,France,Female,38,1,0.0,2,1,0,20734.81
5661,472,France,Female,26,5,0.0,2,1,0,108411.66
5778,526,France,Female,36,0,0.0,2,1,0,97767.63
3618,489,Germany,Female,46,8,92060.06,1,1,0,147222.95
6845,465,Germany,Male,24,5,117154.9,1,1,1,127744.02
839,507,France,Male,36,4,83543.37,1,0,0,140134.43
4596,567,France,Male,38,6,127678.8,2,0,0,45422.89
7496,824,Germany,Male,49,8,133231.48,1,1,1,67885.37
141,663,France,Male,34,7,0.0,2,1,1,180427.24
2597,592,Spain,Female,40,2,200322.45,1,1,1,113244.73
6701,653,France,Male,37,7,135847.47,1,1,0,144880.81
7756,621,Spain,Female,36,7,116338.68,1,1,1,155743.48
1377,768,Spain,Female,44,6,60603.4,1,1,1,178045.97
3674,658,France,Female,32,9,0.0,2,1,0,156774.75
8770,615,France,Male,59,8,0.0,2,1,1,165576.55
9895,684,Germany,Female,56,3,127585.98,3,1,1,80593.49
6362,629,Spain,Male,34,8,0.0,2,1,1,180595.02
4741,651,France,Male,45,2,165901.59,2,1,0,23054.51
3808,701,Germany,Male,41,0,150844.94,1,0,1,127623.36
1138,468,Germany,Male,42,9,181627.14,2,1,0,172668.39
2257,686,Spain,Female,35,4,0.0,2,1,1,159676.55
7865,691,Spain,Male,30,9,0.0,2,0,1,10963.04
1787,669,France,Male,25,1,157848.53,1,0,0,37543.93
3938,483,Germany,Male,41,1,118334.44,1,0,0,163147.99
9316,550,Germany,Male,49,0,108806.96,3,1,0,61446.92
4646,805,Germany,Female,26,8,42712.87,2,1,1,28861.69
459,637,Spain,Male,37,8,0.0,1,1,1,186062.36
6115,494,France,Male,40,7,0.0,2,0,1,158071.69
9542,644,Spain,Male,37,9,0.0,2,1,1,96442.86
948,659,France,Male,67,4,145981.87,1,1,1,131043.2
3700,678,France,Female,22,6,118064.93,2,1,1,195424.01
1336,618,Spain,Male,38,5,126473.99,1,1,0,91972.49
6370,707,France,Male,35,2,0.0,3,1,1,94148.3
4628,650,Spain,Male,32,1,132187.73,2,1,1,178331.36
6286,637,France,Female,41,9,0.0,2,1,0,145477.36
5925,706,Germany,Female,39,8,112889.91,1,0,1,6723.66
5934,765,France,Male,34,9,91835.16,1,0,0,138280.17
6040,682,Spain,Male,46,4,0.0,1,1,1,4654.28
441,790,France,Female,31,9,0.0,2,1,0,84126.75
6659,668,Germany,Male,39,4,79896.0,1,1,0,38466.39
1602,571,France,Female,42,4,108825.34,3,1,0,55558.51
2238,835,France,Male,28,2,163569.61,2,1,1,154559.28
639,785,France,Female,36,4,135438.4,1,0,0,190627.01
9820,648,Germany,Female,45,5,118886.55,1,0,0,51636.7
3830,850,France,Female,29,10,0.0,2,1,1,199775.67
9395,627,Germany,Male,52,1,76101.81,2,0,1,177238.35
6144,693,Spain,Female,46,3,151709.33,1,1,0,180736.24
7985,696,Germany,Female,27,2,96129.32,2,1,1,5983.7
9052,768,Germany,Female,47,5,104552.61,1,1,0,48137.08
6344,850,France,Male,41,3,0.0,2,1,0,128892.36
2501,691,Germany,Female,38,5,114753.76,1,1,0,107665.02
1958,645,France,Male,42,6,0.0,1,0,0,149807.01
1070,686,Germany,Female,47,5,170935.94,1,1,0,173179.79
155,706,Spain,Male,57,7,0.0,1,1,0,17941.16
2295,699,France,Male,40,7,0.0,1,0,1,152876.13
9801,569,Spain,Female,30,3,139528.23,1,1,1,33230.37
4578,691,France,Male,38,1,0.0,2,0,0,44653.5
1089,628,France,Female,51,3,123981.31,2,1,1,40546.15
6049,592,Spain,Male,41,0,0.0,2,1,0,65906.07
6415,674,France,Female,42,9,0.0,2,1,0,4292.72
2940,711,Spain,Female,28,5,0.0,2,1,1,93959.96
723,776,France,Female,38,2,169824.46,1,1,0,169291.7
4384,728,France,Male,37,0,0.0,2,1,1,72203.8
930,661,Spain,Male,39,6,132628.98,1,0,0,38812.67
2909,594,Germany,Male,38,6,63176.44,2,1,1,14466.08
7845,648,France,Male,34,0,0.0,1,1,1,167931.81
6763,718,France,Female,67,7,0.0,3,1,1,82782.08
8388,763,France,Female,53,4,0.0,1,1,0,77203.72
6416,762,France,Male,26,6,130428.78,1,1,0,173365.89
895,728,Germany,Male,32,5,61825.5,1,1,1,156124.93
3247,791,Spain,Male,25,7,0.0,1,1,0,89666.28
2326,648,Spain,Male,35,7,0.0,2,0,0,122899.01
7096,559,Spain,Male,38,3,145874.35,1,1,0,56311.39
9505,651,France,Male,28,10,79562.98,1,1,1,74687.37
7581,708,Germany,Male,42,9,176702.36,2,1,1,104804.74
9742,715,France,Male,45,4,0.0,2,1,1,55043.93
5038,612,France,Female,63,2,126473.33,1,0,1,147545.65
6450,834,France,Female,28,6,0.0,1,1,0,74287.53
4136,651,France,Male,44,2,0.0,3,1,0,102530.35
9248,629,Spain,Male,34,6,0.0,2,1,0,190347.72
1715,685,Germany,Male,43,9,108589.47,2,0,1,194808.51
1698,485,Germany,Male,51,7,144244.59,2,1,0,51113.14
9690,846,France,Female,34,10,142388.61,2,0,1,68393.64
9549,578,Spain,Male,36,1,157267.95,2,1,0,141533.19
9971,833,France,Female,34,3,144751.81,1,0,0,166472.81
8224,702,France,Male,50,3,0.0,2,0,0,94949.84
3831,722,France,Male,46,5,0.0,2,1,0,179908.71
6299,590,France,Male,24,7,126431.54,1,1,0,58781.11
3348,825,France,Male,40,6,132308.22,1,0,0,117122.5
9518,585,Germany,Male,44,7,163867.86,1,1,1,112333.22
985,551,Germany,Male,31,9,82293.82,2,1,1,91565.25
1821,630,Spain,Male,35,1,0.0,2,0,0,186826.22
4571,598,Germany,Male,20,8,180293.84,2,1,1,29552.7
587,725,France,Male,44,5,0.0,1,1,1,117356.14
9757,501,France,Male,35,6,99760.84,1,1,1,13591.52
5077,616,France,Male,34,10,0.0,2,1,0,25662.27
7782,585,France,Male,54,8,87105.32,1,1,1,55346.14
8323,712,Spain,Female,30,6,0.0,2,1,0,152417.97
9522,418,France,Male,35,7,0.0,2,1,1,88878.15
9967,623,France,Male,48,5,118469.38,1,1,1,158590.25
5483,568,Spain,Male,28,1,127289.28,1,0,0,45611.51
7746,554,France,Female,35,8,0.0,2,1,1,176779.46
9280,674,France,Female,45,6,72494.69,1,0,1,140041.78
5514,641,France,Male,65,6,38340.02,1,1,0,32607.77
9527,850,France,Female,40,9,99816.46,1,1,1,163989.66
8871,466,France,Female,30,3,0.0,1,1,0,193984.6
5553,666,Germany,Male,31,3,123212.08,2,1,1,112157.31
3557,675,France,Male,34,1,124619.33,2,0,1,163667.56
1395,705,Spain,Male,46,7,0.0,2,1,0,117273.35
264,738,Spain,Male,31,9,79019.8,1,1,1,18606.23
3547,662,Spain,Female,35,6,0.0,2,0,0,2423.9
6844,587,France,Male,33,8,148163.57,1,0,0,122925.4
7628,850,France,Male,28,8,99986.98,1,1,0,196582.55
6788,825,Germany,Male,37,6,118050.79,1,0,1,52301.15
3069,666,France,Male,43,7,137780.74,2,1,1,119100.05
5025,728,France,Male,37,3,122689.51,2,0,0,106977.53
8396,607,France,Female,48,4,112070.86,3,1,0,173568.3
3864,620,Germany,Male,40,5,108197.11,2,1,0,49722.34
9072,529,France,Male,43,6,93616.35,2,0,0,98348.66
2400,711,Germany,Male,34,4,133467.77,2,1,1,42976.64
6274,532,Germany,Male,52,3,110791.97,1,1,0,148704.77
8484,802,France,Female,60,3,92887.06,1,1,0,39473.63
3711,762,Germany,Female,34,8,98592.88,1,0,1,191790.29
246,772,Germany,Male,26,7,152400.51,2,1,0,79414.0
1594,706,Germany,Female,28,6,124923.35,2,1,1,50299.14
9682,686,Germany,Female,39,4,157731.6,2,1,0,162820.6
1529,578,Spain,Male,23,8,0.0,2,1,0,112124.98
8223,483,France,Male,27,1,77805.66,1,1,1,2101.89
923,572,Germany,Female,19,1,138657.08,1,1,1,16161.82
7553,719,Spain,Female,35,8,0.0,1,1,1,165162.4
4364,523,Germany,Male,27,8,61688.61,2,1,0,147059.16
669,640,France,Female,42,5,176099.13,1,1,1,8404.73
3604,610,France,Male,33,4,111582.11,1,0,0,113943.17
5108,650,Spain,Male,55,9,119618.42,1,1,1,29861.13
1910,617,Spain,Male,42,0,70105.87,1,1,1,120830.73
8344,520,Germany,Male,43,3,150805.17,3,0,1,25333.03
5248,669,France,Male,39,3,119452.03,1,1,1,171575.54
7183,703,Spain,Male,36,7,135095.47,1,1,0,143859.66
3958,633,France,Male,43,5,0.0,2,1,1,48249.88
6957,686,France,Female,44,7,55053.62,1,1,0,181757.19
6026,769,Spain,Male,41,1,72509.91,1,1,0,25723.73
5643,616,Spain,Female,36,6,0.0,1,1,1,12916.32
2696,698,Spain,Female,40,0,92053.44,1,1,1,143681.83
2591,634,Germany,Male,38,2,148430.55,1,1,1,56055.72
5906,788,France,Male,32,4,112079.58,1,0,0,89368.59
